order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate
421,_______,_____,______,alwar,1,bamanwas,narol,bansur
422,_______,_____ __ ___,______,alwar,1,bamanwas,baoli's bass,bansur
423,______,______,______,alwar,1,harsaura,shivnagar,bansur
424,_____ ____,________,______,alwar,1,majra ahir,jaggubas,bansur
425,_____ ____,______,______,alwar,1,majra ahir,alampur,bansur
426,_____ ____,___ _____,______,alwar,1,majra ahir,basai naruka,bansur
427,_____ ____,______,______,alwar,1,majra ahir,ladpur,bansur
428,_____ ____,______,______,alwar,1,majra ahir,hidden,bansur
429,_______,_________,______,alwar,1,sabalpura,balabaqabas,bansur
430,_______,__________ __,______,alwar,1,sabalpura,kalyanpura,bansur
431,_______,______,______,alwar,1,sabalpura,mangalwa,bansur
432,_______,__________,______,alwar,1,sabalpura,kalipahari,bansur
433,______,______,______,alwar,1,rampur,rampur,bansur
434,______,______,______,alwar,1,rampur,nathusar,bansur
435,______,____ _________,______,alwar,1,rampur,gudha bhankarwala,bansur
436,______,______,_____,alwar,1,sherpur,sherpur,bahrod
437,______,_____,_____,alwar,1,sherpur,khedki,bahrod
438,______,________,_____,alwar,1,sherpur,gokulpur,bahrod
439,______,________,_____,alwar,1,sherpur,shyampur,bahrod
440,______,_____,_____,alwar,1,sherpur,shimla,bahrod
441,_____,_____,_____,alwar,1,echo,echo,bahrod
442,_____,_________,_____,alwar,1,echo,kankrachaja,bahrod
443,_____,______,_____,alwar,1,echo,namalota,bahrod
444,_____,_____,_____,alwar,1,gadj,gadj,bahrod
445,_____,______,_____,alwar,1,gadj,dhindor,bahrod
446,_____,_____,_____,alwar,1,gadj,kharkhada,bahrod
447,_____,_____,_____,alwar,1,khohari,khohari,bahrod
448,_____,__________ _______,_____,alwar,1,khohari,mohammadpur nangalia,bahrod
449,_____,____,_____,alwar,1,khohari,banhad,bahrod
450,_____,_____,_____,alwar,1,khohari,utoli,bahrod
451,_______,_______,_____,alwar,1,hamidpur,hamidpur,bahrod
452,_______,____________,_____,alwar,1,hamidpur,mundiakheda,bahrod
453,_______,_______,_____,alwar,1,hamidpur,khapariya,bahrod
454,_________,_________,_____,alwar,1,ronijathan,ronijathan,kathumar
455,_________,__________,_____,alwar,1,ronijathan,manyakabas,kathumar
456,_________,________,_____,alwar,1,ronijathan,lidpur,kathumar
457,_________,_______,_____,alwar,1,ronijathan,ghosrana,kathumar
458,_________,_________,_____,alwar,1,ronijathan,ringaspura,kathumar
459,_______,_______,_____,alwar,1,dantia,dantia,kathumar
460,_______,_____ _______,_____,alwar,1,dantia,dahurin dantwad,kathumar
461,_______,_____,_____,alwar,1,dantia,bhanwar,kathumar
462,____,____,_____,alwar,1,khokhar,khokhar,kathumar
463,____,______,_____,alwar,1,khokhar,dughati,kathumar
464,____,_______,_____,alwar,1,khokhar,chanpura,kathumar
465,_____ _________,_________,_____,alwar,1,kheda kalyanpur,kalyanpur,kathumar
466,_____ _________,_______,_____,alwar,1,kheda kalyanpur,udaipur,kathumar
467,_____ _________,_______ ____,_____,alwar,1,kheda kalyanpur,rampura patan,kathumar
468,_____ _________,_____,_____,alwar,1,kheda kalyanpur,kathadra,kathumar
469,_____ _________,________,_____,alwar,1,kheda kalyanpur,khatipura,kathumar
470,_____ ___,_____ ___,_____,alwar,1,kherli rail,kherli rail,kathumar
471,_____ ___,______ _______,_____,alwar,1,kherli rail,kutin sahabdas,kathumar
472,_____ ___,________,_____,alwar,1,kherli rail,kanchanpura,kathumar
473,_____ ___,_______,_____,alwar,1,kherli rail,gehlavata,kathumar
474,_____,_____,_____,alwar,1,whole,whole,kathumar
475,_____,____ __ _____,_____,alwar,1,whole,bangan's nangla,kathumar
476,_________,_____,_____,alwar,1,mathuraheda,besli,kathumar
477,_________,_______,_____,alwar,1,mathuraheda,hanumanta,kathumar
478,_________,________,_____,alwar,1,mathuraheda,ajitpura,kathumar
479,_________,__________,_____,alwar,1,mathuraheda,indravali,kathumar
480,_________,_____ ____,_____,alwar,1,mathuraheda,nangla matwa,kathumar
481,_________,________,_____,alwar,1,mathuraheda,dayalpura,kathumar
482,_________,______,_____,alwar,1,mathuraheda,hill,kathumar
483,____ _____,_______,_____,alwar,1,nahar khohra,patakpur,kathumar
484,____ _____,______,_____,alwar,1,nahar khohra,makrateta,kathumar
485,____ _____,_____,_____,alwar,1,nahar khohra,camla,kathumar
486,____ _____,______,_____,alwar,1,nahar khohra,tatpur,kathumar
487,____ _____,________,_____,alwar,1,nahar khohra,papada,kathumar
488,____ _____,_________,_____,alwar,1,nahar khohra,nangalroopa,kathumar
489,____ _____,________,_____,alwar,1,nahar khohra,bhuhupara,kathumar
490,_____,_______,_____,alwar,1,sahay,gundwas,kathumar
491,_____,_______,_____,alwar,1,sahay,dyothana,kathumar
492,_____,________,_____,alwar,1,sahay,kantwadi,kathumar
493,_____,______,_____,alwar,1,sahay,bhatbas,kathumar
494,___,____ _________,_____,alwar,1,khoh,kheda sarangpuri,kathumar
495,___,______,_____,alwar,1,khoh,jangru,kathumar
496,___,_____ ___,_____,alwar,1,khoh,nangal bass,kathumar
497,___,_____,_____,alwar,1,khoh,pride,kathumar
498,______,____________ __,_____,alwar,1,saukhri,mangolakikan tea,kathumar
499,______,_____ __ ____,_____,alwar,1,saukhri,butter nagla,kathumar
500,______,____ _____,_____,alwar,1,saukhri,rund saukhari,kathumar
501,_______,_______,_____,alwar,1,salwadi,salwadi,kathumar
502,_______,________,_____,alwar,1,salwadi,malakheda,kathumar
503,_______,________,_____,alwar,1,salwadi,pipalkheda,kathumar
504,_______,_______,_____,alwar,1,salwadi,maidpura,kathumar
505,______,______,_________,alwar,1,chikani,chikani,kishangarhbas
506,______,________,_________,alwar,1,chikani,baldevbas,kishangarhbas
507,______,____________,_________,alwar,1,chikani,mundiakheda,kishangarhbas
508,______,______,_________,alwar,1,chikani,santhali,kishangarhbas
509,_______,________,_________,alwar,1,sirmoli,pahadibas,kishangarhbas
510,_______,________,_________,alwar,1,sirmoli,jhaharkheda,kishangarhbas
511,_______,______ ___,_________,alwar,1,sirmoli,bhulla bass,kishangarhbas
512,______,_______ ______,_________,alwar,1,karoli,indra colony,kishangarhbas
513,______,______ ___,_________,alwar,1,karoli,punjabi bass,kishangarhbas
514,______,_____,_________,alwar,1,karoli,hill,kishangarhbas
515,______,_______,_________,alwar,1,karoli,chirkhana,kishangarhbas
516,______,_______,_________,alwar,1,karoli,chandbas,kishangarhbas
517,______,_______,_________,alwar,1,karoli,milakpur,kishangarhbas
518,_____ ______,_____ ______,_________,alwar,1,nangla raisis,nangla samavadi,kishangarhbas
519,_____ ______,______,_________,alwar,1,nangla raisis,ghazika,kishangarhbas
520,_____ ____,________,_________,alwar,1,bagheri kalan,fatiabad,kishangarhbas
521,_____ ____,_______,_________,alwar,1,bagheri kalan,flashing,kishangarhbas
522,_____ ____,_______,_________,alwar,1,bagheri kalan,kaushalpur,kishangarhbas
523,_____ ____,________,_________,alwar,1,bagheri kalan,gugladi,kishangarhbas
524,_____ ____,_______,_________,alwar,1,bagheri kalan,almadika,kishangarhbas
525,_______,_______,_________,alwar,1,machhroli,nayagaon,kishangarhbas
526,_______,_______,_________,alwar,1,machhroli,jhamuwas,kishangarhbas
527,_______,_______ / ___,_________,alwar,1,machhroli,daulatpur / blood,kishangarhbas
528,_______,____,_________,alwar,1,machhroli,kheda,kishangarhbas
529,_______,___ _____,_________,alwar,1,machhroli,basai birathl,kishangarhbas
530,_____,_____,_________,alwar,1,meerka,tohri,kishangarhbas
531,_____,_____ _____,_________,alwar,1,meerka,nangli mewan,kishangarhbas
532,_____,___ ____,_________,alwar,1,meerka,basai kalan,kishangarhbas
533,_____,______,_________,alwar,1,meerka,lisana,kishangarhbas
534,_____,______,_________,alwar,1,meerka,itspur,kishangarhbas
535,_____,_____,_________,alwar,1,mancha,mancha,kishangarhbas
536,_____,____,_________,alwar,1,mancha,odra,kishangarhbas
537,_______,______,_________,alwar,1,langdbas,pheasant,kishangarhbas
538,_______,_____,_________,alwar,1,langdbas,speaking,kishangarhbas
539,_______,_____,_________,alwar,1,langdbas,bhatkol,kishangarhbas
540,_______,______,_________,alwar,1,langdbas,phasepur,kishangarhbas
541,_______,_______,_________,alwar,1,langdbas,madhwapur,kishangarhbas
542,_______,_____ ____,_________,alwar,1,langdbas,nangli pathan,kishangarhbas
543,_______,_____,_________,alwar,1,mahond,jatka,kishangarhbas
544,_______,_______,_________,alwar,1,mahond,chamroda,kishangarhbas
545,_______,_________,_________,alwar,1,mahond,pundaraka,kishangarhbas
546,_______,_____,_________,alwar,1,mahond,bagthala,kishangarhbas
547,_______,______,_________,alwar,1,mahond,gothdi,kishangarhbas
548,______,_____,_________,alwar,1,mothuka,god,kishangarhbas
549,______,________,_________,alwar,1,mothuka,jastika,kishangarhbas
550,________,_______,_________,alwar,1,musakheda,husepur,kishangarhbas
551,________,_____,_________,alwar,1,musakheda,nangal,kishangarhbas
552,________,__________,_________,alwar,1,musakheda,mohammadpur,kishangarhbas
553,________,_________,_________,alwar,1,musakheda,kutiapur,kishangarhbas
554,_______,_______,_________,alwar,1,bambora,bambora,kishangarhbas
555,_______,_____,_________,alwar,1,bambora,baghor,kishangarhbas
556,_______,______,_________,alwar,1,bambora,ranoli,kishangarhbas
557,_______,_______,_________,alwar,1,bambora,cheetaghana,kishangarhbas
558,_______,____ ______,_________,alwar,1,bambora,pahad samalat,kishangarhbas
559,______,_______,_________,alwar,1,tahanauli,,kishangarhbas
560,______,_____,_________,alwar,1,tahanauli,khedla,kishangarhbas
561,______,_____,_________,alwar,1,tahanauli,tehtada,kishangarhbas
562,______,_________,_________,alwar,1,tahanauli,kulatajpur,kishangarhbas
563,______,_________,_________,alwar,1,tahanauli,jhirandia,kishangarhbas
564,______,______,_________,alwar,1,tahanauli,chhatarpur,kishangarhbas
565,______,______ _____,_________,alwar,1,noornagar,raipur mewan,kishangarhbas
566,______,_____ ______,_________,alwar,1,noornagar,nangal mozia,kishangarhbas
567,____ _____,_____ _____,_________,alwar,1,patan mewan,nangla dungar,kishangarhbas
568,____ _____,________,_________,alwar,1,patan mewan,dadrehda,kishangarhbas
569,_______,______,_________,alwar,1,dongra,nyana,kishangarhbas
570,_______,___ ___,_________,alwar,1,dongra,chor basai,kishangarhbas
571,______,______,_________,alwar,1,dhamukad,chachaka,kishangarhbas
572,______,_____,_________,alwar,1,dhamukad,rava,kishangarhbas
573,______,______,_________,alwar,1,dhamukad,bidaraka,kishangarhbas
574,______,_______,_________,alwar,1,dhamukad,manothdi,kishangarhbas
575,______,_______,_________,alwar,1,dhamukad,khojabas,kishangarhbas
576,________,________,_________,alwar,1,breysangpur,thanaghoda,kishangarhbas
577,________,______,_________,alwar,1,breysangpur,padasala,kishangarhbas
578,________,_______,_________,alwar,1,breysangpur,lalpuri,kishangarhbas
579,________,___ _______,_________,alwar,1,breysangpur,rudha gidavada,kishangarhbas
580,_____,_____ ____,_________,alwar,1,kithur,nangal heera,kishangarhbas
581,_____,_____,_________,alwar,1,kithur,zajor,kishangarhbas
582,_____,______,_________,alwar,1,kithur,table,kishangarhbas
583,_________ ____ ______,_________ ____ _______,_________,alwar,1,bahadurpur patti jodia,bahadurpur patti kanungo,kishangarhbas
584,_________ ____ ______,_________ ____ ______,_________,alwar,1,bahadurpur patti jodia,bahadurpur patti jodia,kishangarhbas
585,_________ ____ ______,_________ ____ _____,_________,alwar,1,bahadurpur patti jodia,bahadurpur patti hill,kishangarhbas
586,_________ ____ ______,_______ ____,_________,alwar,1,bahadurpur patti jodia,naharpur kalan,kishangarhbas
587,_________ ____ ______,_______,_________,alwar,1,bahadurpur patti jodia,kazakpur,kishangarhbas
588,_______,_______,________,alwar,1,jatiana,jatiana,kotakasim
589,_______,________,________,alwar,1,jatiana,shehzadpur,kotakasim
590,_______,______,________,alwar,1,jatiana,sadhuska,kotakasim
591,_______,_______,________,alwar,1,jatiana,jharna,kotakasim
592,_______,______,________,alwar,1,jatiana,shahpur,kotakasim
593,_______,______,________,alwar,1,jatiana,ramnagar,kotakasim
594,_______,_______,________,alwar,1,jatiana,kirwari,kotakasim
595,_______,______,________,alwar,1,jatiana,girwas,kotakasim
596,_______,______,________,alwar,1,jatiana,lisani,kotakasim
597,_______,______,________,alwar,1,jatiana,bhojpur,kotakasim
598,______,_____ _____,________,alwar,1,patalia,nangli jatan,kotakasim
599,______,______ _____,________,alwar,1,patalia,huspur khurd,kotakasim
600,______,_____,________,alwar,1,patalia,kharola,kotakasim
601,______,_____,________,alwar,1,patalia,jhadka,kotakasim
602,______,_______ ___,________,alwar,1,patalia,hanspur arts,kotakasim
603,_____ _____,_____,________,alwar,1,bagheri khurd,salakhar,kotakasim
604,_____ _____,________,________,alwar,1,bagheri khurd,barahadi,kotakasim
605,_____ _____,_____,________,alwar,1,bagheri khurd,saurava,kotakasim
606,_____ _____,______,________,alwar,1,bagheri khurd,kumpur,kotakasim
607,_____ _____,____ ___ _____,________,alwar,1,bagheri khurd,daulat nagar majra,kotakasim
608,_____ _____,______ _____,________,alwar,1,bagheri khurd,moonpur mewan,kotakasim
609,_____ ______,_____ ______,________,alwar,1,nangal salia,nangal salia,kotakasim
610,_____ ______,______,________,alwar,1,nangal salia,lahdod,kotakasim
611,_____ ______,_______,________,alwar,1,nangal salia,gurgachka,kotakasim
612,_____ ______,_________,________,alwar,1,nangal salia,mirzapur,kotakasim
613,_____ ______,______ _____,________,alwar,1,nangal salia,raipur jatan,kotakasim
614,_____,_______,________,alwar,1,ujoli,veeranwas,kotakasim
615,_____,_______,________,alwar,1,ujoli,jokhabas,kotakasim
616,_____,_______,________,alwar,1,ujoli,jadubas,kotakasim
617,_____,_______,________,alwar,1,ujoli,devashikha,kotakasim
618,_____,_______,________,alwar,1,ujoli,hajnaka,kotakasim
619,_____,_____,________,alwar,1,ujoli,akoli,kotakasim
620,_____,______,________,alwar,1,ujoli,lalpur,kotakasim
621,_____,_______,________,alwar,1,ujoli,hajipur,kotakasim
622,________,________,________,alwar,1,budhibaval,budhibaval,kotakasim
623,________,_____,________,alwar,1,budhibaval,majri,kotakasim
624,________,________,________,alwar,1,budhibaval,karibas,kotakasim
625,________,______,________,alwar,1,billahedi,maswasi,kotakasim
626,________,______,________,alwar,1,billahedi,jakapur,kotakasim
627,________,_________,________,alwar,1,billahedi,billiabas,kotakasim
628,________,______,________,alwar,1,billahedi,rampur,kotakasim
629,________,________,________,alwar,1,billahedi,gujibas,kotakasim
630,_____,_________,________,alwar,1,baghana,casingpur,kotakasim
631,_____,_____,________,alwar,1,baghana,budsara,kotakasim
632,_____,_____,________,alwar,1,baghana,mewali,kotakasim
633,_____,______,________,alwar,1,baghana,alampur,kotakasim
634,________,_______,________,alwar,1,qutubpur,manavas,kotakasim
635,________,_____,________,alwar,1,qutubpur,daika,kotakasim
636,________,____,________,alwar,1,qutubpur,outpost,kotakasim
637,________,______,________,alwar,1,qutubpur,sherpur,kotakasim
638,________,_______ _______,________,alwar,1,qutubpur,kayampur jokhabas,kotakasim
639,________,_____,________,alwar,1,kanhadka,anaka,kotakasim
640,________,_____,________,alwar,1,kanhadka,naravas,kotakasim
641,______,______,________,alwar,1,jodia,jodia,kotakasim
642,______,_______,________,alwar,1,jodia,beravas,kotakasim
643,______,________,________,alwar,1,jodia,turkwas,kotakasim
644,______,_______,________,alwar,1,jodia,gokalpur,kotakasim
645,_____,______,_________,alwar,1,sehra,sunari,laxmangarh
646,_____,____ _____,_________,alwar,1,sehra,kali hill,laxmangarh
647,_____,________,_________,alwar,1,sehra,bhurpahadi,laxmangarh
648,_____,________,_________,alwar,1,sehra,bhagwatpura,laxmangarh
649,_____,_____,_________,alwar,1,sehra,basedi,laxmangarh
650,_____,___,_________,alwar,1,sehra,jumpy,laxmangarh
651,________,________,_________,alwar,1,jhalatala,antapada,laxmangarh
652,________,__________,_________,alwar,1,jhalatala,mukandpura,laxmangarh
653,______,_______,_________,alwar,1,hasanpur,manjepta,laxmangarh
654,______,_______,_________,alwar,1,hasanpur,bahrpuri,laxmangarh
655,______,_______,_________,alwar,1,hasanpur,sajanpuri,laxmangarh
656,______,______ ____,_________,alwar,1,hasanpur,khedli lodha,laxmangarh
657,______,_____,_________,alwar,1,hasanpur,samla,laxmangarh
658,______,________ __,_________,alwar,1,hasanpur,jonakheda fear,laxmangarh
659,_____,_____,_________,alwar,1,diwali,diwali,laxmangarh
660,_____,___________,_________,alwar,1,diwali,mundiakheda,laxmangarh
661,_____,_____ _____,_________,alwar,1,diwali,diwali pahar,laxmangarh
662,_____,_______,_________,alwar,1,diwali,rasulpur,laxmangarh
663,_____,________ _____,_________,alwar,1,diwali,jonakheda mountain,laxmangarh
664,_____,__________,_________,alwar,1,diwali,devrajpura,laxmangarh
665,_____,_______,_________,alwar,1,diwali,salampur,laxmangarh
666,_____,______,_________,alwar,1,diwali,sheikhpur,laxmangarh
667,_____,_______,_________,alwar,1,saurai,jamalpur,laxmangarh
668,_____,_______,_________,alwar,1,saurai,hingota,laxmangarh
669,_____,______,_________,alwar,1,saurai,surajgarh,laxmangarh
670,_____,________,_________,alwar,1,saurai,daulatpura,laxmangarh
671,_____,________,_________,alwar,1,saurai,kafanwara,laxmangarh
672,_____ _______,_____ _________,_________,alwar,1,nangal khanjadi,khedli chandrawat,laxmangarh
673,_____ _______,______,_________,alwar,1,nangal khanjadi,rattavali,laxmangarh
674,_____ _______,______,_________,alwar,1,nangal khanjadi,kharnaki,laxmangarh
675,_____ _______,_______,_________,alwar,1,nangal khanjadi,todarbas,laxmangarh
676,_____ _______,_______,_________,alwar,1,nangal khanjadi,kanwara,laxmangarh
677,_____,______ ____,_________,alwar,1,honey,ronija pahad,laxmangarh
678,_____,______ _____,_________,alwar,1,honey,gurjar khohra,laxmangarh
679,_____,_____ ____,_________,alwar,1,honey,khedli mahalak,laxmangarh
680,_____,___ ______ _____,_________,alwar,1,honey,flood gurjar khohra,laxmangarh
681,_____,________,_________,alwar,1,honey,gorpahadi,laxmangarh
682,_____,_____ __ ___,_________,alwar,1,honey,johri's bass,laxmangarh
683,_____,______ __ ___,_________,alwar,1,honey,albux bass,laxmangarh
684,_____,______ ___,_________,alwar,1,honey,ronija jat,laxmangarh
685,________,_______,_________,alwar,1,khudiana,hajipur,laxmangarh
686,________,_______ ____ ________,_________,alwar,1,khudiana,fatehpur tarf khudiana,laxmangarh
687,________,___ __ ___,_________,alwar,1,khudiana,ghost bass,laxmangarh
688,_____,_____,_________,alwar,1,jawali,baroli,laxmangarh
689,_____,_____ __ ___,_________,alwar,1,jawali,malla's bass,laxmangarh
690,_____,____ __ ___,_________,alwar,1,jawali,structure bass,laxmangarh
