current_gp_name,old_gp_villages,old_gp_village_fixed,district,ps,order,gp_goog_translate,gp_village_goog_translate,ps_goog_translate,gp_village_fixed
गोठडा,श्योदासपुरा,श्योदासपुरा,tonk,उनियारा,250,gothda,shyodaspura,uniara,
गोठडा,श्योराजपुरा,श्योराजपुरा,tonk,उनियारा,251,gothda,shyorajpura,uniara,
पाटोली,पाटोली,पाटोली,tonk,उनियारा,252,patoli,patoli,uniara,
पाटोली,अलीनगर,अलीनगर,tonk,उनियारा,253,patoli,alinagar,uniara,
पाटोली,गाडोली,गाडोली,tonk,उनियारा,254,patoli,gadoli,uniara,
पाटोली,अल्लापुरा,अल्लापुरा,tonk,उनियारा,255,patoli,allapura,uniara,
पाटोली,नाहरी,नाहरी,tonk,उनियारा,256,patoli,nahari,uniara,
आवडा,आवडा,आवडा,tonk,मालपुरा,257,awada,awada,malpura,
आवडा,तुन्देडा,तुन्देडा,tonk,मालपुरा,258,awada,tundeda,malpura,
आवडा,डोरिया,डोरिया,tonk,मालपुरा,259,awada,doria,malpura,
आवडा,सीतापुरा,सीतापुरा,tonk,मालपुरा,260,awada,sitapura,malpura,
आवडा,चकनगर,चकनगर,tonk,मालपुरा,261,awada,chaknagar,malpura,
आवडा,माधोगढ,माधोगढ,tonk,मालपुरा,262,awada,madhogadh,malpura,
नगर,नगर,नगर,tonk,मालपुरा,263,city,city,malpura,
नगर,कुम्हारिया,कुम्हारिया,tonk,मालपुरा,264,city,kumhariya,malpura,
ताखोली,अल्लापुरा चण्डला,अल्लापुरा चण्डला,tonk,टोंक,265,takholi,allapura chandla,tonk,
ताखोली,चकसरदारपुरा,चकसरदारपुरा,tonk,टोंक,266,takholi,chakarsardarpura,tonk,
ताखोली,निरबाना,निरबाना,tonk,टोंक,267,takholi,nirbana,tonk,
ताखोली,मीरगंजशेरपुर,मीरगंजशेरपुर,tonk,टोंक,268,takholi,mirganjsherpur,tonk,
ताखोली,लक्ष्मीपुरा,लक्ष्मीपुरा,tonk,टोंक,269,takholi,laxmipura,tonk,
ताखोली,वजीरपुराखुर्द,वजीरपुराखुर्द,tonk,टोंक,270,takholi,wazirpurakhurd,tonk,
ताखोली,वजीरपुरा कंला,वजीरपुरा कंला,tonk,टोंक,271,takholi,wazirpura kanla,tonk,
सांखना,सांखना,सांखना,tonk,टोंक,272,sankhana,sankhana,tonk,
सांखना,राजनगर,राजनगर,tonk,टोंक,273,sankhana,rajnagar,tonk,
सांखना,मीरनगर,मीरनगर,tonk,टोंक,274,sankhana,meeranagar,tonk,
सांखना,फारूक नगर,फारूक नगर,tonk,टोंक,275,sankhana,farooq nagar,tonk,
सांखना,देवपुरा,देवपुरा,tonk,टोंक,276,sankhana,devpura,tonk,
सांखना,सोलतपुरा,सोलतपुरा,tonk,टोंक,277,sankhana,solatpura,tonk,
सांखना,भंवरखो,भंवरखो,tonk,टोंक,278,sankhana,bhanwarko,tonk,
सांखना,नासीरपुरा,नासीरपुरा,tonk,टोंक,279,sankhana,nasirpura,tonk,
सांखना,सहादताबाद,सहादताबाद,tonk,टोंक,280,sankhana,sahadatabad,tonk,
बनवाडा,अनवरपुरा उर्फ हमीरिया,अनवरपुरा उर्फ हमीरिया,tonk,टोंक,281,banwada,anwarpura aka hamiria,tonk,
बनवाडा,हरीपुरा,हरीपुरा,tonk,टोंक,282,banwada,haripura,tonk,
बनवाडा,इलाहीपुरा उर्फ हाजीपुरा,इलाहीपुरा उर्फ हाजीपुरा,tonk,टोंक,283,banwada,ilahipura aka hajipura,tonk,
बनवाडा,बनवाडा,बनवाडा,tonk,टोंक,284,banwada,banwada,tonk,
बनवाडा,जयकिशनपुरा,जयकिशनपुरा,tonk,टोंक,285,banwada,jaikishanpura,tonk,
सन्देडा,कल्याणपुरा,कल्याणपुरा,tonk,टोंक,286,sandeda,kalyanpura,tonk,
सन्देडा,अहमदगंज,अहमदगंज,tonk,टोंक,287,sandeda,ahmedganj,tonk,
सन्देडा,सन्देडा,सन्देडा,tonk,टोंक,288,sandeda,sandeda,tonk,
सन्देडा,चक मियारामपुरा,चक मियारामपुरा,tonk,टोंक,289,sandeda,chak miyarampura,tonk,
बालिया,बालिया,बालिया,nagaur,डीडवाना,290,balia,balia,didwana,
बालिया,रामसाबास,रामसाबास,nagaur,डीडवाना,291,balia,ramsabas,didwana,
बालिया,लाडाबास,लाडाबास,nagaur,डीडवाना,292,balia,ladabas,didwana,
बालिया,जानकीपुरा,जानकीपुरा,nagaur,डीडवाना,293,balia,jankipura,didwana,
बरांगना,बरांगना,बरांगना,nagaur,डीडवाना,294,barangana,barangana,didwana,
बरांगना,जेवलियाबास,जेवलियाबास,nagaur,डीडवाना,295,barangana,javaliyabas,didwana,
बरांगना,खातियाबासनी,खातियाबासनी,nagaur,डीडवाना,296,barangana,khatiabasani,didwana,
कोलिया,कोलिया,कोलिया,nagaur,डीडवाना,297,kolia,kolia,didwana,
कोलिया,नोजलों की ढाणी,नोजलों की ढाणी,nagaur,डीडवाना,298,kolia,nozzle dhani,didwana,
कोलिया,बाण्डोलाई की ढाणी,बाण्डोलाई की ढाणी,nagaur,डीडवाना,299,kolia,bandolai ki dhani,didwana,
दादुबासनी,अमरपुरा,अमरपुरा,nagaur,डीडवाना,300,dadubasani,amarpura,didwana,
दादुबासनी,मण्डाबासनी,मण्डाबासनी,nagaur,डीडवाना,301,dadubasani,mandabasani,didwana,
दादुबासनी,दादुबासनी,दादुबासनी,nagaur,डीडवाना,302,dadubasani,dadubasani,didwana,
दादुबासनी,भवादीया,भवादीया,nagaur,डीडवाना,303,dadubasani,bhawadi,didwana,
दादुबासनी,गरदेजाबासनी,गरदेजाबासनी,nagaur,डीडवाना,304,dadubasani,gardazabasani,didwana,
दादुबासनी,रघुनाथपुरा,रघुनाथपुरा,nagaur,डीडवाना,305,dadubasani,raghunathpura,didwana,
सिंगरावट कलां,सिंगरावटकंला,सिंगरावटकंला,nagaur,डीडवाना,306,singravat kalan,singravatakala,didwana,
सिंगरावट कलां,खुडीनिम्बी,खुडीनिम्बी,nagaur,डीडवाना,307,singravat kalan,khudinimbi,didwana,
सिंगरावट कलां,प्यांवा,प्यांवा,nagaur,डीडवाना,308,singravat kalan,paanwa,didwana,
सिंगरावट कलां,सिंगरावटखुर्द,सिंगरावटखुर्द,nagaur,डीडवाना,309,singravat kalan,singradhyakhurd,didwana,
खुनखुना,खुनखुना,खुनखुना,nagaur,डीडवाना,310,khunkhuna,khunkhuna,didwana,
खुनखुना,गोदरास,गोदरास,nagaur,डीडवाना,311,khunkhuna,godras,didwana,
निम्बीकंला,निम्बीकंला,निम्बीकंला,nagaur,डीडवाना,312,nimbikla,nimbikla,didwana,
निम्बीकंला,निम्बीखुर्द,निम्बीखुर्द,nagaur,डीडवाना,313,nimbikla,nimbikhurd,didwana,
निम्बीकंला,डिकावा,डिकावा,nagaur,डीडवाना,314,nimbikla,dica,didwana,
खोजास,खोजास,खोजास,nagaur,डीडवाना,315,khojas,khojas,didwana,
खोजास,ढिंगारीया,ढिंगारीया,nagaur,डीडवाना,316,khojas,dingariya,didwana,
खोजास,डसाणाखुर्द,डसाणाखुर्द,nagaur,डीडवाना,317,khojas,dasanakhurd,didwana,
थेबडी,थेबडी,थेबडी,nagaur,डीडवाना,318,thebdi,thebdi,didwana,
थेबडी,गांवडी,गांवडी,nagaur,डीडवाना,319,thebdi,gramdi,didwana,
थेबडी,आजडोली,आजडोली,nagaur,डीडवाना,320,thebdi,azdoli,didwana,
तोषिणा,तोषिणा,तोषिणा,nagaur,डीडवाना,321,toshina,toshina,didwana,
तोषिणा,"लेगा की ढाणी ,","लेगा की ढाणी ,",nagaur,डीडवाना,322,toshina,"lega ki dhani,",didwana,
तोषिणा,भोपजी का बास,भोपजी का बास,nagaur,डीडवाना,323,toshina,bhopji's bass,didwana,
तोषिणा,कुकणा की ढाणी,कुकणा की ढाणी,nagaur,डीडवाना,324,toshina,kukana ki dhani,didwana,
तोषिणा,श्री रघुनाथपुरा,श्री रघुनाथपुरा,nagaur,डीडवाना,325,toshina,shri raghunathpura,didwana,
तोषिणा,फगोडियों की ढाणी,फगोडियों की ढाणी,nagaur,डीडवाना,326,toshina,fagodian dhani,didwana,
तोषिणा,मुन्दोलियों की ढाणी,मुन्दोलियों की ढाणी,nagaur,डीडवाना,327,toshina,dhani ki dhani,didwana,
दीनदारपुरा,दीनदारपुरा,दीनदारपुरा,nagaur,डीडवाना,328,deendarpura,deendarpura,didwana,
दीनदारपुरा,खारिया,खारिया,nagaur,डीडवाना,329,deendarpura,kharia,didwana,
दीनदारपुरा,बनवासा,बनवासा,nagaur,डीडवाना,330,deendarpura,banavasa,didwana,
बरडवा,बरडवा,बरडवा,nagaur,डीडवाना,331,baradwa,baradwa,didwana,
बरडवा,बेमोठ,बेमोठ,nagaur,डीडवाना,332,baradwa,bemot,didwana,
सुद्रासन,सुद्रासन,सुद्रासन,nagaur,डीडवाना,333,sudrasana,sudrasana,didwana,
