order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate,,,,,,,,,,,,,,
230,देवास,अमरपुरा,मसूदा,ajmer,1,dewas,amarpura,masuda,,,,,,,,,,,,,,
231,देवास,रुपाहैली खुर्द,मसूदा,ajmer,1,dewas,rupahali khurd,masuda,,,,,,,,,,,,,,
232,दौलतपुरा द्वितीय,दौलतपुरा ।।,मसूदा,ajmer,1,daulatpura ii,daulatpura.,masuda,,,,,,,,,,,,,,
233,दौलतपुरा द्वितीय,केसरपुरा,मसूदा,ajmer,1,daulatpura ii,kesarpura,masuda,,,,,,,,,,,,,,
234,दौलतपुरा द्वितीय,कानपुरा,मसूदा,ajmer,1,daulatpura ii,kanpura,masuda,,,,,,,,,,,,,,
235,दौलतपुरा द्वितीय,प्रतापपुरा ।।,मसूदा,ajmer,1,daulatpura ii,pratappura.,masuda,,,,,,,,,,,,,,
236,दौलतपुरा द्वितीय,टोपास,मसूदा,ajmer,1,daulatpura ii,topas,masuda,,,,,,,,,,,,,,
237,दौलतपुरा द्वितीय,सूरजपुरा,मसूदा,ajmer,1,daulatpura ii,surajpura,masuda,,,,,,,,,,,,,,
238,दौलतपुरा द्वितीय,रेनपुरा,मसूदा,ajmer,1,daulatpura ii,renpura,masuda,,,,,,,,,,,,,,
239,दौलतपुरा द्वितीय,अमरपुरा,मसूदा,ajmer,1,daulatpura ii,amarpura,masuda,,,,,,,,,,,,,,
240,मोयणा,मोयणा,मसूदा,ajmer,1,moyna,moyna,masuda,,,,,,,,,,,,,,
241,मोयणा,रतनगढ़,मसूदा,ajmer,1,moyna,ratangarh,masuda,,,,,,,,,,,,,,
242,मोयणा,भैरुखेडा,मसूदा,ajmer,1,moyna,bhairukheda,masuda,,,,,,,,,,,,,,
243,मोयणा,सबलपुरा,मसूदा,ajmer,1,moyna,sabalpura,masuda,,,,,,,,,,,,,,
244,मोयणा,रामपुरा,मसूदा,ajmer,1,moyna,rampura,masuda,,,,,,,,,,,,,,
245,मोयणा,गुढा,मसूदा,ajmer,1,moyna,gudha,masuda,,,,,,,,,,,,,,
246,मोयणा,मानपुरा,मसूदा,ajmer,1,moyna,manpura,masuda,,,,,,,,,,,,,,
247,मोयणा,सारणीया,मसूदा,ajmer,1,moyna,table,masuda,,,,,,,,,,,,,,
248,मोयणा,काशीपुरा,मसूदा,ajmer,1,moyna,kashipura,masuda,,,,,,,,,,,,,,
249,देवमाली,देवमाली,मसूदा,ajmer,1,devamali,devamali,masuda,,,,,,,,,,,,,,
250,देवमाली,लालावास,मसूदा,ajmer,1,devamali,lalawas,masuda,,,,,,,,,,,,,,
251,देवमाली,देवपुरा,मसूदा,ajmer,1,devamali,devpura,masuda,,,,,,,,,,,,,,
252,देवमाली,भगवानपुरा,मसूदा,ajmer,1,devamali,bhagwanpura,masuda,,,,,,,,,,,,,,
253,देवमाली,केलू,मसूदा,ajmer,1,devamali,kelu,masuda,,,,,,,,,,,,,,
254,देवमाली,श्योपुरा,मसूदा,ajmer,1,devamali,sheopura,masuda,,,,,,,,,,,,,,
255,देवमाली,देवगढ,मसूदा,ajmer,1,devamali,devgarh,masuda,,,,,,,,,,,,,,
256,देवमाली,पीथावास,मसूदा,ajmer,1,devamali,pitivas,masuda,,,,,,,,,,,,,,
257,शेरगढ,शेरगढ,मसूदा,ajmer,1,shergarh,shergarh,masuda,,,,,,,,,,,,,,
258,शेरगढ,लाम्बा,मसूदा,ajmer,1,shergarh,lamba,masuda,,,,,,,,,,,,,,
259,शेरगढ,फतेहगढ,मसूदा,ajmer,1,shergarh,fatehgarh,masuda,,,,,,,,,,,,,,
260,हनुतिया,हनुतिया,मसूदा,ajmer,1,hanutia,hanutia,masuda,,,,,,,,,,,,,,
261,हनुतिया,गणेशपुरा,मसूदा,ajmer,1,hanutia,ganeshpura,masuda,,,,,,,,,,,,,,
262,हनुतिया,भैरुखेडा,मसूदा,ajmer,1,hanutia,bhairukheda,masuda,,,,,,,,,,,,,,
263,हनुतिया,धानीखेडा,मसूदा,ajmer,1,hanutia,dhanikheda,masuda,,,,,,,,,,,,,,
264,हनुतिया,देवीपुरा,मसूदा,ajmer,1,hanutia,devipura,masuda,,,,,,,,,,,,,,
265,हनुतिया,काशीपुरा,मसूदा,ajmer,1,hanutia,kashipura,masuda,,,,,,,,,,,,,,
266,हनुतिया,करणीपुरा,मसूदा,ajmer,1,hanutia,karnipura,masuda,,,,,,,,,,,,,,
267,हनुतिया,सालरमाला,मसूदा,ajmer,1,hanutia,salaramala,masuda,,,,,,,,,,,,,,
268,पगारा,पगारा,पीसांगन,ajmer,1,pagara,pagara,pisangan,,,,,,,,,,,,,,
269,पगारा,रामनगर,पीसांगन,ajmer,1,pagara,ramnagar,pisangan,,,,,,,,,,,,,,
270,पगारा,देवनगर,पीसांगन,ajmer,1,pagara,devanagar,pisangan,,,,,,,,,,,,,,
271,पगारा,रिछमालिया,पीसांगन,ajmer,1,pagara,richmalia,pisangan,,,,,,,,,,,,,,
272,पगारा,मेवाडिया,पीसांगन,ajmer,1,pagara,mewadia,pisangan,,,,,,,,,,,,,,
273,पगारा,केसरपुरा,पीसांगन,ajmer,1,pagara,kesarpura,pisangan,,,,,,,,,,,,,,
274,भटसुरी,भटसुरी,पीसांगन,ajmer,1,bhatsuri,bhatsuri,pisangan,,,,,,,,,,,,,,
275,भटसुरी,नाड़,पीसांगन,ajmer,1,bhatsuri,nad,pisangan,,,,,,,,,,,,,,
276,भटसुरी,प्रतापपुरा,पीसांगन,ajmer,1,bhatsuri,pratappura,pisangan,,,,,,,,,,,,,,
277,भटसुरी,हनुवन्तपुरा,पीसांगन,ajmer,1,bhatsuri,hanuwantpura,pisangan,,,,,,,,,,,,,,
278,भटसुरी,बख्तावपुरा,पीसांगन,ajmer,1,bhatsuri,bakhtavpura,pisangan,,,,,,,,,,,,,,
279,भटसुरी,जेतगढ,पीसांगन,ajmer,1,bhatsuri,jetgarh,pisangan,,,,,,,,,,,,,,
280,करनोस,रूपनगर,पीसांगन,ajmer,1,karanos,rupnagar,pisangan,,,,,,,,,,,,,,
281,करनोस,थोरिया,पीसांगन,ajmer,1,karanos,thoria,pisangan,,,,,,,,,,,,,,
282,करनोस,रतनगढ,पीसांगन,ajmer,1,karanos,ratangarh,pisangan,,,,,,,,,,,,,,
283,करनोस,दौलतपुरा,पीसांगन,ajmer,1,karanos,daulatpura,pisangan,,,,,,,,,,,,,,
284,करनोस,धुवाडिया,पीसांगन,ajmer,1,karanos,dhuvadia,pisangan,,,,,,,,,,,,,,
285,करनोस,शिवपुरा,पीसांगन,ajmer,1,karanos,shivpura,pisangan,,,,,,,,,,,,,,
286,गनाहेड़ा,चावण्डिया,पीसांगन,ajmer,1,ganahera,chavandia,pisangan,,,,,,,,,,,,,,
287,गनाहेड़ा,पुष्कर नाला,पीसांगन,ajmer,1,ganahera,pushkar nala,pisangan,,,,,,,,,,,,,,
288,खोरी,कंवलाई,पीसांगन,ajmer,1,khori,kanwalai,pisangan,,,,,,,,,,,,,,
289,खोरी,होंकरा,पीसांगन,ajmer,1,khori,hocker,pisangan,,,,,,,,,,,,,,
290,कानस,नेडलिया,पीसांगन,ajmer,1,kanas,nadalia,pisangan,,,,,,,,,,,,,,
291,कानस,लीला सेवड़ी,पीसांगन,ajmer,1,kanas,leela sewadi,pisangan,,,,,,,,,,,,,,
292,नागेलाव,नागेलाव,पीसांगन,ajmer,1,nagelav,nagelav,pisangan,,,,,,,,,,,,,,
293,नागेलाव,अलीपुरा,पीसांगन,ajmer,1,nagelav,alipura,pisangan,,,,,,,,,,,,,,
294,जेठाना,जेठाना,पीसांगन,ajmer,1,jethana,jethana,pisangan,,,,,,,,,,,,,,
295,जेठाना,सामला,पीसांगन,ajmer,1,jethana,samla,pisangan,,,,,,,,,,,,,,
296,रामपाली,बिलिया,सरवाड़,ajmer,1,rampali,billia,sarwar,,,,,,,,,,,,,,
297,रामपाली,गुन्दाली,सरवाड़,ajmer,1,rampali,gundali,sarwar,,,,,,,,,,,,,,
298,रामपाली,चण्डाली,सरवाड़,ajmer,1,rampali,chandali,sarwar,,,,,,,,,,,,,,
299,रामपाली,प्रतापपुरा,सरवाड़,ajmer,1,rampali,pratappura,sarwar,,,,,,,,,,,,,,
300,रामपाली,अजगरी,सरवाड़,ajmer,1,rampali,ajgari,sarwar,,,,,,,,,,,,,,
301,रामपाली,सुरजपुरा,सरवाड़,ajmer,1,rampali,surajpura,sarwar,,,,,,,,,,,,,,
302,रामपाली,दौराई,सरवाड़,ajmer,1,rampali,daurai,sarwar,,,,,,,,,,,,,,
303,भगवानपुरा,चकवा,सरवाड़,ajmer,1,bhagwanpura,chakwa,sarwar,,,,,,,,,,,,,,
304,भगवानपुरा,चकवी,सरवाड़,ajmer,1,bhagwanpura,chakvi,sarwar,,,,,,,,,,,,,,
305,भगवानपुरा,अरनिया,सरवाड़,ajmer,1,bhagwanpura,arnia,sarwar,,,,,,,,,,,,,,
306,भगवानपुरा,मियां,सरवाड़,ajmer,1,bhagwanpura,mian,sarwar,,,,,,,,,,,,,,
307,भगवानपुरा,ताजपुरा,सरवाड़,ajmer,1,bhagwanpura,tajpura,sarwar,,,,,,,,,,,,,,
308,भगवानपुरा,छापरी,सरवाड़,ajmer,1,bhagwanpura,print,sarwar,,,,,,,,,,,,,,
309,भगवानपुरा,जगपुरा,सरवाड़,ajmer,1,bhagwanpura,jagpura,sarwar,,,,,,,,,,,,,,
310,सातोलाव,सनोदिया,सरवाड़,ajmer,1,satolav,sunodia,sarwar,,,,,,,,,,,,,,
311,सातोलाव,ढिगारिया,सरवाड़,ajmer,1,satolav,dhigaria,sarwar,,,,,,,,,,,,,,
312,सातोलाव,सांगानेर,सरवाड़,ajmer,1,satolav,sanganer,sarwar,,,,,,,,,,,,,,
313,सातोलाव,जडाना,सरवाड़,ajmer,1,satolav,jadana,sarwar,,,,,,,,,,,,,,
314,सातोलाव,खाण्डरा,सरवाड़,ajmer,1,satolav,khandra,sarwar,,,,,,,,,,,,,,
315,केबानिया,गुदलिया,सरवाड़,ajmer,1,kabia,gudalia,sarwar,,,,,,,,,,,,,,
316,केबानिया,मोतीपुरा,सरवाड़,ajmer,1,kabia,motipura,sarwar,,,,,,,,,,,,,,
317,केबानिया,कल्याणपुरा,सरवाड़,ajmer,1,kabia,kalyanpura,sarwar,,,,,,,,,,,,,,
318,गेगल,आखरी,श्रीनगर,ajmer,1,gegal,last,srinagar,,,,,,,,,,,,,,
319,गेगल,दांता,श्रीनगर,ajmer,1,gegal,danta,srinagar,,,,,,,,,,,,,,
320,गेगल,चांदियावास,श्रीनगर,ajmer,1,gegal,chandiawas,srinagar,,,,,,,,,,,,,,
321,गेगल,जाटली,श्रीनगर,ajmer,1,gegal,jatley,srinagar,,,,,,,,,,,,,,
322,ऊंटडा,ऊंटडा,श्रीनगर,ajmer,1,camel,camel,srinagar,,,,,,,,,,,,,,
323,ऊंटडा,सराना,श्रीनगर,ajmer,1,camel,sarana,srinagar,,,,,,,,,,,,,,
324,कानाखेडी,कालेडी,श्रीनगर,ajmer,1,kanakhedi,kaledi,srinagar,,,,,,,,,,,,,,
325,कानाखेडी,मानपुरा,श्रीनगर,ajmer,1,kanakhedi,manpura,srinagar,,,,,,,,,,,,,,
326,कानाखेडी,रामपुरा,श्रीनगर,ajmer,1,kanakhedi,rampura,srinagar,,,,,,,,,,,,,,
327,कानाखेडी,अहिरान,श्रीनगर,ajmer,1,kanakhedi,ahiran,srinagar,,,,,,,,,,,,,,
328,कानाखेडी,जिलावडा,श्रीनगर,ajmer,1,kanakhedi,jillvada,srinagar,,,,,,,,,,,,,,
329,बुहारू,रामपुरा,किशनगढ,ajmer,1,buharu,rampura,kishangarh,,,,,,,,,,,,,,
330,नलू,मुण्डोती,किशनगढ,ajmer,1,nelu,mundoti,kishangarh,,,,,,,,,,,,,,
331,नलू,नोहरिया,किशनगढ,ajmer,1,nelu,noharia,kishangarh,,,,,,,,,,,,,,
332,नलू,काकनियावास,किशनगढ,ajmer,1,nelu,kakaniawas,kishangarh,,,,,,,,,,,,,,
333,नौसल,भिलावट,किशनगढ,ajmer,1,harsal,bhilvat,kishangarh,,,,,,,,,,,,,,
334,सिनोदिया,शिवनगर,किशनगढ,ajmer,1,sinodia,shivnagar,kishangarh,,,,,,,,,,,,,,
335,सिनोदिया,बकरवालिया,किशनगढ,ajmer,1,sinodia,bakarwalia,kishangarh,,,,,,,,,,,,,,
336,सिनोदिया,आऊ,किशनगढ,ajmer,1,sinodia,aau,kishangarh,,,,,,,,,,,,,,
337,सिनोदिया,गुढ़ा,किशनगढ,ajmer,1,sinodia,gudha,kishangarh,,,,,,,,,,,,,,
338,कोटडी,करडाला,किशनगढ,ajmer,1,kotdi,kardala,kishangarh,,,,,,,,,,,,,,
339,कोटडी,जाखोलाई,किशनगढ,ajmer,1,kotdi,jakholai,kishangarh,,,,,,,,,,,,,,
340,कोटडी,उजोली,किशनगढ,ajmer,1,kotdi,ujoli,kishangarh,,,,,,,,,,,,,,
341,कोटडी,किशनपुरा,किशनगढ,ajmer,1,kotdi,kishanpura,kishangarh,,,,,,,,,,,,,,
342,पींगलोद,चक पींगलोद,किशनगढ,ajmer,1,pinglod,chak pinglod,kishangarh,,,,,,,,,,,,,,
343,पींगलोद,तित्यारी,किशनगढ,ajmer,1,pinglod,testari,kishangarh,,,,,,,,,,,,,,
344,पींगलोद,पालडी पठानान,किशनगढ,ajmer,1,pinglod,paladi pathanan,kishangarh,,,,,,,,,,,,,,
345,पींगलोद,रोडावास,किशनगढ,ajmer,1,pinglod,rodawas,kishangarh,,,,,,,,,,,,,,
346,पींगलोद,मोतीपुरा,किशनगढ,ajmer,1,pinglod,motipura,kishangarh,,,,,,,,,,,,,,
347,पींगलोद,सागरमाला,किशनगढ,ajmer,1,pinglod,sagarmala,kishangarh,,,,,,,,,,,,,,
348,पींगलोद,चक मोतीपुरा,किशनगढ,ajmer,1,pinglod,chak motipura,kishangarh,,,,,,,,,,,,,,
349,कराटी,प्रतापपुरा,भिनाय,ajmer,1,karati,pratappura,bhinay,,,,,,,,,,,,,,
350,कराटी,गोवलिया,भिनाय,ajmer,1,karati,gowlia,bhinay,,,,,,,,,,,,,,
351,कराटी,खेडी,भिनाय,ajmer,1,karati,khedi,bhinay,,,,,,,,,,,,,,
352,कराटी,गोपालपुरा,भिनाय,ajmer,1,karati,gopalpura,bhinay,,,,,,,,,,,,,,
353,छछ्रन्दरा,सेदरिया,भिनाय,ajmer,1,chhachrandra,sederia,bhinay,,,,,,,,,,,,,,
354,छछ्रन्दरा,दौलतपुरा,भिनाय,ajmer,1,chhachrandra,daulatpura,bhinay,,,,,,,,,,,,,,
355,छछ्रन्दरा,सरगाव,भिनाय,ajmer,1,chhachrandra,saragav,bhinay,,,,,,,,,,,,,,
356,छछ्रन्दरा,गोरधनपुरा,भिनाय,ajmer,1,chhachrandra,gordhanpura,bhinay,,,,,,,,,,,,,,
357,छछ्रन्दरा,जोरावरपुरा,भिनाय,ajmer,1,chhachrandra,joravarpura,bhinay,,,,,,,,,,,,,,
358,छछ्रन्दरा,रतनपुरा,भिनाय,ajmer,1,chhachrandra,ratanpura,bhinay,,,,,,,,,,,,,,
359,सोबडी,तेलाडा,भिनाय,ajmer,1,sobdi,telada,bhinay,,,,,,,,,,,,,,
360,सोबडी,प्रतापपुरा,भिनाय,ajmer,1,sobdi,pratappura,bhinay,,,,,,,,,,,,,,
361,सोबडी,रूपपुरा,भिनाय,ajmer,1,sobdi,rooppura,bhinay,,,,,,,,,,,,,,
362,सोबडी,चावण्डिया,भिनाय,ajmer,1,sobdi,chavandia,bhinay,,,,,,,,,,,,,,
363,सोबडी,झबरकिया,भिनाय,ajmer,1,sobdi,jhabarkia,bhinay,,,,,,,,,,,,,,
364,सोबडी,घना,भिनाय,ajmer,1,sobdi,dense,bhinay,,,,,,,,,,,,,,
365,सोबडी,कुम्हारियाखेड़ा,भिनाय,ajmer,1,sobdi,kumhariyakheda,bhinay,,,,,,,,,,,,,,
366,एकलसिंघा,हियालिया,भिनाय,ajmer,1,ekin singh,hialia,bhinay,,,,,,,,,,,,,,
367,एकलसिंघा,बनेडिया,भिनाय,ajmer,1,ekin singh,banadia,bhinay,,,,,,,,,,,,,,
368,एकलसिंघा,बालापुरा,भिनाय,ajmer,1,ekin singh,balapura,bhinay,,,,,,,,,,,,,,
369,एकलसिंघा,ढानी,भिनाय,ajmer,1,ekin singh,dhani,bhinay,,,,,,,,,,,,,,
370,बांदनवाडा,बांदनवाडा,भिनाय,ajmer,1,bandanwada,bandanwada,bhinay,,,,,,,,,,,,,,
371,बांदनवाडा,बगराई,भिनाय,ajmer,1,bandanwada,bagrai,bhinay,,,,,,,,,,,,,,
372,बांदनवाडा,सूरजपुरा,भिनाय,ajmer,1,bandanwada,surajpura,bhinay,,,,,,,,,,,,,,
373,कुम्हारिया,किटाप,भिनाय,ajmer,1,kumhariya,kitop,bhinay,,,,,,,,,,,,,,
374,राममालिया,रघुनाथगढ़,भिनाय,ajmer,1,rammalia,raghunathgarh,bhinay,,,,,,,,,,,,,,
375,राममालिया,पिलोदा,भिनाय,ajmer,1,rammalia,piloda,bhinay,,,,,,,,,,,,,,
376,धान्तोल,उदयगढ़खेड़ा,भिनाय,ajmer,1,dhantol,udaigarhkheda,bhinay,,,,,,,,,,,,,,
377,धान्तोल,गुर्जरवाडा,भिनाय,ajmer,1,dhantol,gurjarwada,bhinay,,,,,,,,,,,,,,
378,धान्तोल,हीरापूरा,भिनाय,ajmer,1,dhantol,hirarapura,bhinay,,,,,,,,,,,,,,
379,पडांगा,सवाईपुरा,भिनाय,ajmer,1,padanga,sawaipura,bhinay,,,,,,,,,,,,,,
380,पडांगा,रामपुरा,भिनाय,ajmer,1,padanga,rampura,bhinay,,,,,,,,,,,,,,
